Step,Action,Reasoning,Observation,Reward,Done
0,look,,"-= Supermarket =-
You're now in a supermarket.

Oh wow! Is that what I think it is? It is! It's a showcase. On the showcase you can make out a block of cheese and a raw white tuna.

There is a closed sliding door leading south.


>                                                                                                                                -= Supermarket =-0/2",0,False
1,goal,,>                                                                                                                                -= Supermarket =-0/3,0,False
2,examine cookbook,,"You can't see any such thing.

>                                                                                                                                -= Supermarket =-0/3",0,False
3,inventory,,"You are carrying nothing.


>                                                                                                                                -= Supermarket =-0/4",0,False
4,take cheese from showcase,,"You take the block of cheese from the showcase.


Your score has just gone up by one point.

>                                                                                                                                -= Supermarket =-1/5",1,False
5,take raw white tuna from showcase,,"You take the white tuna from the showcase.


Your score has just gone up by one point.

>                                                                                                                                -= Supermarket =-2/6",2,False
6,open sliding door,,"You open sliding door.


>                                                                                                                                -= Supermarket =-2/7",2,False
7,go south,,"-= Street =-
Well how about that, you are in a place we're calling a street. You can barely contain your excitement.



There is an open sliding door leading north. There is an exit to the east. Don't worry, there is no door.


>                                                                                                                                -= Street =-2/8",2,False
8,go east,,"-= Driveway =-
Ah, the driveway. This is some kind of driveway, really great ordinary vibes in this place, a wonderful ordinary atmosphere. And now, well, you're in it.



There is a closed front door leading east. There is an exit to the west.


>                                                                                                                                -= Driveway =-2/9",2,False
9,open front door,,"You open front door.


>                                                                                                                                -= Driveway =-2/10",2,False
10,go east,,"-= Livingroom =-
You're now in a livingroom.

You hear a noise behind you and spin around, but you can't see anything other than a sofa. The sofa appears to be empty.

There is an open front door leading west. You need an exit without a door? You should try going north.


>                                                                                                                                -= Livingroom =-2/11",2,False
11,go north,,"-= Bedroom =-
You've just sauntered into a bedroom.

If you haven't noticed it already, there seems to be something there by the wall, it's a bed. The bed is large. But the thing hasn't got anything on it.

You don't like doors? Why not try going north, that entranceway is not blocked by one. There is an exit to the south. Don't worry, there is no door.


>                                                                                                                                -= Bedroom =-2/12",2,False
12,go north,,"-= Corridor =-
You find yourself in a corridor. A standard one. You begin to take stock of what's in the room.



There is a closed patio door leading west. There is an exit to the east. Don't worry, there is no door. There is an exit to the north. Don't worry, there is no door. There is an exit to the south.


>                                                                                                                                -= Corridor =-2/13",2,False
13,go east,,"-= Kitchen =-
You arrive in a kitchen. A normal kind of place.

You see a fridge. Were you looking for an oven? Because look over there, it's an oven. You bend down to tie your shoe. When you stand up, you notice a table. But there isn't a thing on it. Oh! Why couldn't there just be stuff on it? You see a counter. On the counter you make out a red apple, a tomato, a red hot pepper, a yellow apple, a raw purple potato, a cookbook and a knife. Look over there! a stove. Unfortunately, there isn't a thing on it.

There is a closed frosted-glass door leading north. You need an exit without a door? You should try going west.


>                                                                                                                                -= Kitchen =-2/14",2,False
14,examine cookbook,,"You open the copy of ""Cooking: A Modern Approach (3rd Ed.)"" and start reading:

Recipe #1
---------
Gather all following ingredients and follow the directions to prepare this tasty meal.

Ingredients:
block of cheese
  red apple
  red onion
  white tuna
  yellow onion

Directions:
chop the block of cheese
  fry the block of cheese
  chop the red apple
  grill the red apple
  slice the red onion
  roast the red onion
  slice the white tuna
  fry the white tuna
  slice the yellow onion
  grill the yellow onion
  prepare meal



>                                                                                                                                -= Kitchen =-2/15",2,False
15,take knife,,"You take the knife from the counter.


>                                                                                                                                -= Kitchen =-2/16",2,False
16,take red apple,,"You take the red apple from the counter.


Your score has just gone up by one point.

>                                                                                                                                -= Kitchen =-3/17",3,False
17,chop red apple with knife,,"You chop the red apple.


Your score has just gone up by one point.

>                                                                                                                                -= Kitchen =-4/18",4,False
18,take tomato,,"You take the tomato from the counter.


>                                                                                                                                -= Kitchen =-4/19",4,False
19,take red hot pepper,,"You take the red hot pepper from the counter.


>                                                                                                                                -= Kitchen =-4/20",4,False
20,take yellow apple,,"You take the yellow apple from the counter.


>                                                                                                                                -= Kitchen =-4/21",4,False
21,take raw purple potato,,"You take the purple potato from the counter.


>                                                                                                                                -= Kitchen =-4/22",4,False
22,inventory,,"You are carrying: a raw purple potato, a yellow apple, a red hot pepper, a tomato, a chopped red apple, a knife, a raw white tuna and a block of cheese.


>                                                                                                                                -= Kitchen =-4/23",4,False
23,chop block of cheese with knife,,"You chop the block of cheese.


Your score has just gone up by one point.

>                                                                                                                                -= Kitchen =-5/24",5,False
24,cook block of cheese with stove,,"You fried the block of cheese.


Your score has just gone up by one point.

>                                                                                                                                -= Kitchen =-6/25",6,False
25,cook red apple with oven,,"You roasted the red apple.


                                                      *** You lost! ***

You scored 6 out of a possible 17, in 25 turns.


Would you like to RESTART, RESTORE a saved game, QUIT or UNDO the last command?
>                                                                                                                                 -= Kitchen =-6/25",6,True
